date	name	author	distribution	x_static_install	id	first
2020-01-31T22:17:45Z	Net-Curl-Promiser-0.06	FELIPE	Net-Curl-Promiser	NA	msUTGKCf1YOzuzqly1rmsQCqBy0	false
2020-01-31T21:30:45Z	Regexp-Debugger-0.002003	DCONWAY	Regexp-Debugger	NA	04UgPZhzDmOVz2jg3NX69qNM__g	false
2020-01-31T20:53:28Z	Alien-Base-ModuleBuild-1.11	PLICEASE	Alien-Base-ModuleBuild	NA	sO01N08pAw78Z9I_JTCI3co4gIo	false
2020-01-31T20:46:51Z	Devel-PPPort-3.57	ATOOMIC	Devel-PPPort	NA	xTPc_kNp9jCvM6WkQCNXGi8XirU	false
2020-01-31T20:32:45Z	Net-Curl-Promiser-0.06_03	FELIPE	Net-Curl-Promiser	NA	3oAloNCBz6slMggyg5kJYe_48cs	false
2020-01-31T19:56:05Z	Kwalify-1.22_90	SREZIC	Kwalify	NA	KMVOv44_hmUWVQLSmogVNzL_rNI	false
2020-01-31T19:22:52Z	PPIx-Regexp-0.068_01	WYANT	PPIx-Regexp	NA	EdNXjEVvg_22vbRktZdqD_aomzE	false
2020-01-31T19:17:27Z	Net-Google-Drive-Simple-0.17	ATOOMIC	Net-Google-Drive-Simple	NA	T17lZswu_cXw9wMO6kwvA1FsRA4	false
2020-01-31T19:02:41Z	DBI-1.643	TIMB	DBI	NA	wUU9iUXrS9CuMzYmqtw3WWNgrBc	false
2020-01-31T18:35:55Z	Alien-libgeos-3.7.3.4	DMOL	Alien-libgeos	NA	vt2eyXijv00LdAttJgpKFMoo2kg	true
2020-01-31T18:30:35Z	Alien-libdwarf-20200114.1	DMOL	Alien-libdwarf	NA	TNi2gY67x8UAzwe2s_KxqFHjc4c	true
2020-01-31T18:25:15Z	Alien-libbrotli-1.0.7.7	DMOL	Alien-libbrotli	NA	miBF2xI_hau__cqUO0gm7rI6jXo	true
2020-01-31T17:43:21Z	SVG-Barcode-QRCode-0.12	TEKKI	SVG-Barcode-QRCode	NA	MIXH4tU1DmQxQJvokLG_5QBSMng	false
2020-01-31T17:35:47Z	Net-SecurityCenter-0.205	GDT	Net-SecurityCenter	NA	rXLgwUxMc06PfQR21gSWXWRJdfM	false
2020-01-31T17:34:21Z	HTTP-CookieMonster-0.11	OALDERS	HTTP-CookieMonster	1	72yqIbq4JRj27cR5TYKSLDpllhs	false
2020-01-31T17:34:09Z	XS-libdwarf-20200114.1	DMOL	XS-libdwarf	NA	okWlte_kqcAGiPdVl0iyo_tHsRg	true
2020-01-31T17:11:01Z	XS-libbrotli-1.0.7.7	DMOL	XS-libbrotli	NA	Ha9A1Cul_SGMjw7gy7IFTF4sUv8	true
2020-01-31T17:09:40Z	MooX-Press-0.037	TOBYINK	MooX-Press	1	mmumhSON3p_vPfQCq81TnVJdP_0	false
2020-01-31T17:08:13Z	SVG-Barcode-DataMatrix-0.14	TEKKI	SVG-Barcode-DataMatrix	NA	u3w4l9_Ksn9pmeSA7ByjDqf2asc	false
