date	name	author	distribution	x_static_install	id	first
2015-04-30T23:38:16Z	PSGI-Hector-1.5	DUMB	PSGI-Hector	NA	Qb_D9Elkvc6GfaBfMeJ_dhZqX7U	false
2015-04-30T22:46:21Z	Acme-Version-Hex-0x1p-10	ETHER	Acme-Version-Hex-0x1p	NA	i0vxABrI3Da7ljFkyiy27GxdjZU	true
2015-04-30T22:43:36Z	CloudFlare-Client-v0.55.2-TRIAL	PWR	CloudFlare-Client	NA	HJRB9kHSMnp7ArcZzworMGEYae8	false
2015-04-30T22:34:32Z	String-Stomp-0.0100	CSSON	String-Stomp	NA	XqdHCfKiJyCBa2UwtgfKdo4EJKQ	true
2015-04-30T22:04:03Z	Dezi-Client-0.003002	KARMAN	Dezi-Client	NA	c5jpdK7lHkwIqLDerH3dfWtfJlg	false
2015-04-30T22:01:11Z	Dezi-0.004002	KARMAN	Dezi	NA	MaximZHTg_scentH_r21lpiQIa4	false
2015-04-30T21:59:36Z	NewRelic-Agent-0.0500	AANARI	NewRelic-Agent	NA	kY_4sz2Zycvonr9GrZVUCz72qcA	false
2015-04-30T21:58:09Z	CloudFlare-Client-v0.55.1-TRIAL	PWR	CloudFlare-Client	NA	QO50TddD5FAZyP2iIfCMZ_R2Ve0	false
2015-04-30T21:33:55Z	DBD-Cassandra-0.12	TVDW	DBD-Cassandra	NA	VvuRmtE5bwBgY2XbCFZkoO3Nfgw	false
2015-04-30T21:26:02Z	Toadfarm-0.57	JHTHORSEN	Toadfarm	NA	Rwy5GeAyZNF_QMfM2__nP2OO9SE	false
2015-04-30T21:23:06Z	Catalyst-Plugin-MapComponentDependencies-0.001	JJNAPIORK	Catalyst-Plugin-MapComponentDependencies	NA	KYBZYo3Gd2PhJJpVvJ7Mu4yJAjM	true
2015-04-30T20:52:25Z	MaxMind-DB-Reader-1.000004	MAXMIND	MaxMind-DB-Reader	NA	ltmDm3aaMQ_aZuAh5qsLKleUucA	false
2015-04-30T20:48:27Z	Jifty-1.50430	ALEXMV	Jifty	NA	H36Gz0PUadrgXZz5EPw5l2qF4_c	false
2015-04-30T20:35:36Z	Yandex-OAuth-0.03	CHIPSOID	Yandex-OAuth	NA	vLclXWG0dOfVcp4964VFX6rDujo	true
2015-04-30T20:16:27Z	Rinci-1.1.77	PERLANCAR	Rinci	NA	hi8X7DU8fRGhjfPaoAuToRPihoA	false
2015-04-30T19:16:36Z	Jifty-DBI-0.78	ALEXMV	Jifty-DBI	NA	lNuknCMA7Jq2CAWzUEaO3Yx5FGU	false
2015-04-30T18:53:37Z	Catalyst-Plugin-InjectionHelpers-0.002	JJNAPIORK	Catalyst-Plugin-InjectionHelpers	NA	blIXmu83NTY4sjpoijsPtwMK0Hk	false
2015-04-30T18:51:15Z	HiD-1.95_91	GENEHACK	HiD	NA	9GYMSKPWzRW_T0M5SRj_NqUVw4A	false
2015-04-30T18:49:48Z	Fsdb-2.58	JOHNH	Fsdb	NA	GZYmqD2FjFNfqznRn79Tf0NxLes	false
2015-04-30T18:31:53Z	Salvation-AnyNotify-Plugin-Graphite-0.02	GFILATOV	Salvation-AnyNotify-Plugin-Graphite	NA	YrRX4qDkWxhyV7B_ejJIA1bZme0	false
2015-04-30T17:24:55Z	Catalyst-Plugin-InjectionHelpers-0.001	JJNAPIORK	Catalyst-Plugin-InjectionHelpers	NA	aPJ3Cr3klUtf2nb7YN8Xmd9wtTA	true
2015-04-30T17:00:45Z	XML-Hash-XS-0.41	YOREEK	XML-Hash-XS	NA	sAKGkX0RYl_z3HGe9BfnF1p7r2g	false
2015-04-30T16:48:58Z	Rapi-Demo-Chinook-1.03	VANSTYN	Rapi-Demo-Chinook	NA	F3H8QIFul6qs2c0I2P6lCQ9sT6k	false
2015-04-30T16:10:57Z	SMS-AQL-1.02	BIGPRESH	SMS-AQL	NA	NxuZ8eyz7coY5qMLUcUZOeoU46k	false
