date	name	author	distribution	x_static_install	id	first
2016-04-30T23:52:16Z	Authen-NZRealMe-1.16	GRANTM	Authen-NZRealMe	NA	6hsCGs5EhXd9l3IizrwB6s44QQ0	false
2016-04-30T23:38:09Z	Net-RocketChat-0.001	DALEEVANS	Net-RocketChat	NA	GUE0IWpbQgaRbecBq00RE6T5VF4	true
2016-04-30T23:30:09Z	Email-Stuffer-0.014	RJBS	Email-Stuffer	NA	eFVlRnkns5uZTyZndAOdOPpNIy4	false
2016-04-30T22:43:16Z	Dist-Zilla-PluginBundle-ZURBORG-0.005	ZURBORG	Dist-Zilla-PluginBundle-ZURBORG	NA	JOwDL9hdqZZlrZCPJBel_018owo	false
2016-04-30T22:20:19Z	Lingua-Translator-Microsoft-1.1.0	LARION	Lingua-Translator-Microsoft	NA	PlYdszQgYQLjG3rI3kBjGwlNCOs	false
2016-04-30T22:16:30Z	Test2-Suite-0.000029	EXODIST	Test2-Suite	NA	Cmgj9LvqJS7ULMlIvp6DdBoQDfw	false
2016-04-30T22:09:50Z	Bundle-Thread-1.21	JDHEDDEN	Bundle-Thread	NA	ug9DJELE_KrHKDb9B838PzmTB7o	false
2016-04-30T22:08:23Z	Dist-Zilla-Plugin-Beam-Connector-0.001002	KENTNL	Dist-Zilla-Plugin-Beam-Connector	NA	2MV5kedNEcgXvVfoPX6aEkS7N98	false
2016-04-30T21:47:57Z	Gentoo-Util-VirtualDepend-0.003015	KENTNL	Gentoo-Util-VirtualDepend	NA	sX7XKyjSOb_pkGRpkUOW8u__tpU	false
2016-04-30T21:37:35Z	threads-shared-1.51	JDHEDDEN	threads-shared	NA	JVmfQ65EMAauD1o30iVkXIr1vis	false
2016-04-30T21:37:23Z	threads-2.07	JDHEDDEN	threads	NA	2_UXqMhcxvT4Z_f42bCRlWfKV9o	false
2016-04-30T21:37:11Z	Thread-Queue-3.09	JDHEDDEN	Thread-Queue	NA	ks1UtvcDsq8CAMfrcqKh_jZB6ww	false
2016-04-30T20:56:10Z	Test2-0.000044	EXODIST	Test2	NA	8ZF7dDoOR0HJxqrc6MpkVCMcV_w	false
2016-04-30T19:53:43Z	Footprintless-1.03	LTHEISEN	Footprintless	NA	Mq6F2u1SmfsukR1Z0PAcPQzlWNY	false
2016-04-30T19:39:07Z	Footprintless-1.02	LTHEISEN	Footprintless	NA	Q_FAdCWJ0vS3ksZ_eS3m2F2k_Q0	false
2016-04-30T18:37:10Z	JSON-Relaxed-0.05	MIKO	JSON-Relaxed	NA	6gl4rd1ZOIxrfSZgpQWFTX7_hPM	false
2016-04-30T17:22:06Z	Map-Metro-0.2404	CSSON	Map-Metro	NA	w_y4jB1fUbHMXX0eX7psKP9FUkM	false
2016-04-30T16:59:46Z	Moose-2.1800	ETHER	Moose	NA	ZCaXfglGoYa0tczwAfN4hiPh5tA	false
2016-04-30T16:26:45Z	Monotone-AutomateStdio-1.10	AECOOPER	Monotone-AutomateStdio	NA	fWJh2xwwnRi0amPMAnnC_o0o0vc	false
2016-04-30T16:20:08Z	DBIx-Class-Sims-0.300202	RKINYON	DBIx-Class-Sims	NA	00Yh_EmwKn33ftYE22lRq5yhROA	false
2016-04-30T15:48:24Z	App-Web-Oof-0.000_005	MGV	App-Web-Oof	NA	yRGxmK5P89hhF7S7ck8MieWrsoo	false
2016-04-30T15:35:31Z	Parse-CPAN-Meta-1.4419-TRIAL	MSTROUT	Parse-CPAN-Meta	NA	H0UQYtiWnyfKoZ1VJnWfhykktFY	false
2016-04-30T14:34:47Z	App-shcompgen-0.17	PERLANCAR	App-shcompgen	NA	d54k_hTIakALo2viCMLCbHs7I0g	false
2016-04-30T14:26:57Z	OpenID-PayPal-LIPP-0.02	PVIGIER	OpenID-PayPal-LIPP	NA	DU79tZFrT9mKPnRWnx_KegzoF_Y	true
2016-04-30T14:17:48Z	Pcore-Captcha-v0.6.3	ZDM	Pcore-Captcha	NA	1FdbdVq6IzxQP7THq0WRk1ZIKLA	false
2016-04-30T14:17:36Z	Pcore-API-Google-v0.4.3	ZDM	Pcore-API-Google	NA	LOy75BYwAyHNVSlXrJEbGLtxHw4	false
2016-04-30T14:09:46Z	Log-Any-Adapter-Journal-0.12	MGRIMES	Log-Any-Adapter-Journal	NA	5RIZKzstMIIYFcz902w1_UPPGH8	false
2016-04-30T12:50:09Z	Log-Radis-0.001	ZURBORG	Log-Radis	NA	3B1wQ6EF2MeJ97oE7urRrQ_kFfA	true
2016-04-30T12:46:05Z	App-PFT-v1.0.1	DACAV	App-PFT	NA	c_ibMxkZTC_5VdVf4_fUQjtbZtw	false
2016-04-30T12:36:59Z	App-shcompgen-0.16	PERLANCAR	App-shcompgen	NA	QTXmntcjoflZIcQArgE4HLO_G_8	false
2016-04-30T12:29:08Z	App-ShellCompleter-perlbrew-0.003	PERLANCAR	App-ShellCompleter-perlbrew	NA	RKR0qtyo_Kc2nw3uPq4wuNhmdTE	false
2016-04-30T12:22:14Z	Test2-0.000043	EXODIST	Test2	NA	3VS8CiNodLqXXkjLciyZmoOibaA	false
2016-04-30T10:40:57Z	Boxer-v1.1.2	JONASS	Boxer	NA	oKixR_8j7hhOgVOSwTyPD8KszfE	false
2016-04-30T10:40:45Z	App-ClusterSSH-4.07	DUNCS	App-ClusterSSH	NA	GlSCoQVqIryZZ1ZzAEp70fklEKI	false
2016-04-30T10:01:26Z	Pod-Weaver-Section-Completion-PerinciCmdLine-0.14	PERLANCAR	Pod-Weaver-Section-Completion-PerinciCmdLine	NA	4lrJakOQvXtoVYep6MM3TIxxyhA	false
2016-04-30T10:01:14Z	App-ShellCompleter-perlbrew-0.002	PERLANCAR	App-ShellCompleter-perlbrew	NA	awPPeOrrEOAKL8qsxBzuOfaqq9U	false
2016-04-30T09:59:36Z	Pod-Weaver-Section-Completion-GetoptLongComplete-0.08	PERLANCAR	Pod-Weaver-Section-Completion-GetoptLongComplete	NA	2uF2UcbSPdGej5_srQatzfQoJwg	false
2016-04-30T09:58:09Z	Pod-Weaver-Section-Completion-GetoptLongSubcommand-0.04	PERLANCAR	Pod-Weaver-Section-Completion-GetoptLongSubcommand	NA	iqMGQtucAcogOV9awlAINzZIlE8	false
2016-04-30T09:54:05Z	App-ShellCompleter-perlbrew-0.001	PERLANCAR	App-ShellCompleter-perlbrew	NA	Arq2aPo_qSI5Heqvcrs_gUaXgL0	true
2016-04-30T08:57:09Z	Module-Metadata-Changes-2.07	RSAVAGE	Module-Metadata-Changes	NA	rhmMm5loXxa9GYynPc7is1OgAgA	false
2016-04-30T08:35:35Z	App-PMUtils-0.58	PERLANCAR	App-PMUtils	NA	oFCFmlgv1LyM0A1RRuFVLJCkRd0	false
2016-04-30T08:34:07Z	App-DistUtils-0.09	PERLANCAR	App-DistUtils	NA	oJBvJrfjPLPxalNFW9Jd_72_KMI	false
2016-04-30T08:30:04Z	JSONP-1.5.2	ACANFORA	JSONP	NA	lTnOLIQt_fapEuCidL4yeiKpN0g	false
2016-04-30T07:00:18Z	PDF-Create-1.30	MANWAR	PDF-Create	NA	HEXA6vPTChwauSjzo4Zji2ekeS4	false
2016-04-30T06:41:07Z	PerlIO-eol-0.16	SHLOMIF	PerlIO-eol	NA	NMK999elwfDl81YKVegWd2hqjqY	false
2016-04-30T02:18:47Z	MCE-Shared-1.006	MARIOROY	MCE-Shared	NA	C26oCN7iGZZLioj0QBdCi_WsCpM	false
